gene_ID,9239-ZC-0007_S1_control,9239-ZC-0008_S1_control,9239-ZC-0009_S1_control,9239-ZC-0010_S1_KCTie2,9239-ZC-0011_S1_KCTie2,9239-ZC-0012_S1_KCTie2
ENSMUSG00000039910,1156.62,1130.64,1228.51,1193.55,1358.72,1147.74
ENSMUSG00000039911,81.9407,120.579,96.0616,138.785,72.5215,140.631
ENSMUSG00000039914,350.875,331.181,319.304,338.635,340.934,329.349
ENSMUSG00000039917,1345.72,1318.94,1301.57,1132.49,1212.86,1146.82
ENSMUSG00000039929,373.985,372.474,353.128,390.818,319.261,401.932
ENSMUSG00000039934,384.491,376.604,473.543,230.938,255.075,236.805
ENSMUSG00000039936,59.8798,101.584,108.238,127.682,114.2,74.3984
ENSMUSG00000039942,165.425,146.83,98.9509,206.072,166.758,137.73
ENSMUSG00000039943,346.672,383.211,377.482,464.096,352.605,347.495
ENSMUSG00000039952,4727.3,5140.37,4638.11,5414.97,5815.86,4966.44
ENSMUSG00000039953,3083.33,3043.37,3056.36,3080.99,2899.18,2961.47
ENSMUSG00000039954,150.225,179.217,167.77,124.351,159.214,163.313
ENSMUSG00000039956,34.6672,2.47766,2.70596,25.5364,0,9.98027
ENSMUSG00000039958,254.226,294.015,246.243,247.592,230.068,251.321
ENSMUSG00000039959,712.257,706.961,604.783,860.466,666.861,714.95
ENSMUSG00000039960,113.456,133.794,39.2364,127.682,96.6953,97.9881
ENSMUSG00000039967,1761.72,1841.68,1846.83,1753.13,1890.52,1797.33
ENSMUSG00000039968,910.439,879.523,894.253,878.565,911.87,950.542
ENSMUSG00000039976,1806.9,1897.89,1630.34,1803.09,1728.02,1729.3
ENSMUSG00000039981,80.8902,79.2851,94.7087,46.6317,70.8543,57.1597
ENSMUSG00000039982,428.613,724.302,487.073,842.702,985.292,888.244
ENSMUSG00000039983,253.176,222.989,244.89,290.893,306.757,340.236
ENSMUSG00000039985,201.591,245.607,259.581,254.736,263.054,252.047
ENSMUSG00000039987,344.572,262.632,332.833,296.444,267.579,266.745
ENSMUSG00000039988,7219.06,6183.42,7465.67,5559.06,5963.44,6706.55
ENSMUSG00000039989,547.322,467.451,614.253,619.536,492.647,503.55
ENSMUSG00000039990,668.13,627.672,625.077,677.27,594.343,646.903
ENSMUSG00000039994,74.5871,70.2003,73.061,102.146,76.6894,71.6765
ENSMUSG00000039997,426.512,425.331,445.944,424.762,375.029,365.347
ENSMUSG00000040003,767.932,732.419,774.838,816.008,895.266,637.83
ENSMUSG00000040006,1023.82,981.31,1097.04,935.772,1072.59,1060.16
ENSMUSG00000040007,1083.09,1252.87,1244.74,1240.18,1176.18,1087.85
ENSMUSG00000040009,84.0417,146.182,135.298,147.667,170.884,148.797
ENSMUSG00000040010,77.7386,76.8074,74.414,99.9251,131.706,110.69
ENSMUSG00000040016,1353.08,1545.24,1604.63,2197.24,2852.52,1979.72
ENSMUSG00000040018,1558.21,1462.35,1719.59,1346.04,1307.94,1353.73
ENSMUSG00000040021,2064.27,2042.39,2251.36,2021.83,2160.64,2113.11
ENSMUSG00000040022,777.386,828.364,915.968,744.998,753.555,748.521
ENSMUSG00000040025,877.186,940.686,1029.62,960.36,911.099,897.317
ENSMUSG00000040028,1367.79,1412.28,1496.64,1206.25,1353.74,1482.52
ENSMUSG00000040029,2331.09,2172.93,2181,2192.8,2263.17,2171.15
ENSMUSG00000040033,456.977,498.834,516.84,671.719,522.656,443.668
ENSMUSG00000040034,93.4965,102.41,106.886,93.2634,106.698,78.0275
ENSMUSG00000040037,89.2944,103.236,79.8259,146.557,87.5259,100.71
ENSMUSG00000040040,418.108,420.376,447.837,369.722,408.453,382.879
ENSMUSG00000040043,723.812,741.647,688.667,878.23,854.421,794.793
ENSMUSG00000040044,734.315,701.177,863.201,627.308,696.04,720.393
ENSMUSG00000040048,1311.05,1301.6,1355.69,1456.68,1617.13,1596.85
ENSMUSG00000040054,2879.28,3110.72,2966.98,2996.56,2893.21,2683.22
ENSMUSG00000040055,50.4251,55.3344,64.9431,39.97,40.8455,38.1065
ENSMUSG00000040061,42.0209,44.5979,47.3543,54.4037,58.3506,45.3648
ENSMUSG00000040078,519.298,445.773,431.141,354.911,403.091,469.788
ENSMUSG00000040084,16.8084,23.9507,37.8835,56.6242,35.0104,23.5897
ENSMUSG00000040093,360.33,535.999,426.189,353.069,339.268,317.554
ENSMUSG00000040097,1083.91,1219.44,1059.49,1168.3,1154.45,1170.99
ENSMUSG00000040102,1387.74,1273.52,1331.33,1173.56,1318.72,1214.87
ENSMUSG00000040105,846.668,720.073,845.613,820.436,800.237,842.822
ENSMUSG00000040111,6930.26,5250.15,6580.88,7042.43,6936.32,6531.55
ENSMUSG00000040112,806.801,793.676,748.198,689.483,742.72,826.548
ENSMUSG00000040118,157.578,147.834,112.297,160.99,116.701,155.148
ENSMUSG00000040121,16.8084,21.473,24.3537,26.6467,16.6716,34.4773
ENSMUSG00000040123,1418.73,1297.52,1265.63,1134.25,1174.05,1278.27
ENSMUSG00000040124,118.709,140.401,135.298,121.02,113.367,127.929
ENSMUSG00000040128,1493.84,1237.18,1381.39,1330.11,1395.41,1419.02
ENSMUSG00000040133,13.6568,19.8213,9.47087,35.5289,4.1679,8.16567
ENSMUSG00000040139,48.324,56.9861,58.1782,65.5064,67.52,61.6962
ENSMUSG00000040146,1144.02,1375.92,1113.5,1548.84,1416.25,1185.84
ENSMUSG00000040147,88.2438,66.8968,51.4133,54.4037,61.6849,77.1202
ENSMUSG00000040151,654.475,678.878,665.667,650.623,758.558,682.287
ENSMUSG00000040152,2392.04,3184.61,2090.35,2662.45,2302.35,2276.41
ENSMUSG00000040158,532.738,550.222,522.523,705.296,719.44,604.827
ENSMUSG00000040163,59.8797,73.5039,74.4139,59.955,78.3565,47.1795
ENSMUSG00000040165,29.4146,26.4284,29.7656,26.6467,19.1723,18.1459
ENSMUSG00000040167,501.131,445.748,475.628,478.834,491.63,569.011
ENSMUSG00000040170,10241.2,9508.18,10086.6,6530.91,6452.7,8351.43
ENSMUSG00000040174,316.207,315.489,362.599,304.216,265.078,291.972
ENSMUSG00000040177,252.125,270.891,327.421,264.246,288.419,234.99
ENSMUSG00000040181,11943.4,11425.5,11067.5,6871.23,7076.91,9127.36
ENSMUSG00000040183,125.012,123.057,100.121,457.436,443.466,335.7
ENSMUSG00000040187,26.2631,30.5578,20.2947,26.6467,45.0133,31.7554
ENSMUSG00000040188,2018.05,2111.79,2255.42,2058.45,2369.86,2257.36
ENSMUSG00000040189,210.104,189.954,207.006,179.865,210.062,152.426
ENSMUSG00000040195,182.791,162.7,165.064,192.078,195.058,148.797
ENSMUSG00000040204,30.4651,39.6425,40.5894,53.2934,30.0089,41.7357
ENSMUSG00000040209,4080.37,4075.75,3825.28,3975.04,4292.29,4088.84
ENSMUSG00000040212,35.7177,69.3744,37.8835,74.3887,58.3506,48.0867
ENSMUSG00000040213,872.984,868.722,1082.37,940.407,1244.54,1062.39
ENSMUSG00000040219,106.103,161.874,136.651,185.416,188.389,199.605
ENSMUSG00000040220,208.004,231.248,246.243,256.474,253.408,261.301
ENSMUSG00000040225,6892.64,7470.61,6944.95,7148.95,7209.8,6905.85
ENSMUSG00000040234,2124.16,1907.8,2241.89,1657.65,1708.01,1845.44
ENSMUSG00000040236,515.312,571.244,586.86,595.813,585.172,496.289
ENSMUSG00000040242,1311.89,1261.8,1314.99,1206.87,1261.56,1319.05
ENSMUSG00000040249,3925.8,5018.15,3604.35,5133.94,3621.08,4148.18
ENSMUSG00000040250,554.676,497.184,503.309,581.787,519.321,557.08
ENSMUSG00000040253,348.477,404.659,340.922,384.126,466.993,489.788
ENSMUSG00000040254,176.488,265.936,144.769,199.85,185.055,183.274
ENSMUSG00000040258,70.385,90.8475,86.5908,99.9251,78.3565,69.8619
ENSMUSG00000040260,777.385,910.129,706.255,910.43,686.87,859.209
ENSMUSG00000040263,377.137,363.39,386.952,377.495,354.272,349.309
ENSMUSG00000040265,851.974,1002.63,886.202,1123.6,1055.31,1031.6
ENSMUSG00000040268,1736.51,1650.95,1489.63,1645.43,1801.37,1693.01
ENSMUSG00000040269,241.62,261.806,299.009,212.063,197.559,260.394
ENSMUSG00000040270,462.984,414.46,376.082,262.91,289.085,379.087
ENSMUSG00000040272,184.892,184.999,189.417,162.101,153.379,162.406
ENSMUSG00000040274,1245.92,1335.27,1465.28,1080.3,1361.24,1246.58
ENSMUSG00000040276,9.4547,14.8659,14.8828,27.757,29.1753,20.8678
ENSMUSG00000040280,30.4651,42.9461,40.5894,83.2709,50.8484,54.4378
ENSMUSG00000040282,63.0313,80.9369,54.1192,71.0578,72.5215,62.6035
ENSMUSG00000040283,385.542,303.1,391.011,330.863,372.611,370.177
ENSMUSG00000040296,646.071,701.178,598.018,814.946,814.407,694.987
ENSMUSG00000040297,1343.15,1332.96,1385.29,1181.87,1269.77,1363.09
ENSMUSG00000040302,146.288,120.653,175.419,139.663,123.791,160.22
ENSMUSG00000040312,132.366,181.695,121.768,192.078,141.709,117.041
ENSMUSG00000040321,200.65,245.288,280.067,249.813,230.068,244.063
ENSMUSG00000040322,95.5975,145.356,100.121,142.116,100.03,117.041
ENSMUSG00000040323,309.859,319.255,259.507,288.632,258.363,303.176
ENSMUSG00000040325,1029.51,1162.86,1167.62,1091.4,1080.33,1098.73
ENSMUSG00000040327,1149.27,1166.97,1144.62,1195.77,1296.21,1111.44
ENSMUSG00000040329,46.223,51.2049,52.7663,103.256,108.365,98.8954
ENSMUSG00000040331,970.68,825.882,952.498,803.842,876.925,869.191
ENSMUSG00000040339,1112.5,948.117,1288.04,888.228,932.777,914.555
ENSMUSG00000040345,24.162,23.9507,23.0007,39.97,34.1768,29.9408
ENSMUSG00000040350,3614.62,3374.17,3910.43,2918.87,2861.3,3153.16
ENSMUSG00000040351,4800.87,4845.47,5299.6,4284.55,4753.94,5107.18
ENSMUSG00000040354,737.468,725.127,742.788,691.701,707.704,775.735
ENSMUSG00000040356,1504.36,1517.15,1477.46,1532.18,1488.77,1442.6
ENSMUSG00000040359,752.172,719.347,737.374,633.968,630.187,627.848
ENSMUSG00000040363,827.81,863.052,764.435,853.802,860.257,691.358
ENSMUSG00000040365,950.721,948.942,943.027,907.098,846.085,849.228
ENSMUSG00000040370,684.222,595.135,721.098,507.459,580.185,577.982
ENSMUSG00000040372,56.7282,62.7673,41.9424,39.6391,75.0222,55.3451
ENSMUSG00000040374,781.588,692.091,767.141,579.564,662.696,733.098
ENSMUSG00000040383,1157.67,1311.51,1239.33,1223.53,1207.86,1289.26
ENSMUSG00000040385,3056.96,2913.22,3281.43,3305.86,3302.6,3140.48
ENSMUSG00000040387,97.6986,90.0216,96.0616,77.6135,78.3566,113.412
ENSMUSG00000040389,342.47,305.578,301.715,335.304,340.101,301.223
ENSMUSG00000040390,482.559,470.536,429.366,516.276,495.828,480.155
ENSMUSG00000040396,800.498,796.982,805.023,783.855,806.071,765.763
ENSMUSG00000040405,19.9599,25.6025,27.0596,42.1906,127.538,18.1459
ENSMUSG00000040407,4653.2,4753.35,4668.35,4473.3,4543.66,4648.98
ENSMUSG00000040410,489.543,420.376,508.72,407.473,421.791,430.966
ENSMUSG00000040413,922.363,934.898,1277.21,1165.78,1116.99,1037.95
ENSMUSG00000040414,799.448,801.931,897.026,804.952,836.919,773.015
ENSMUSG00000040415,1016.91,1114.12,1170.33,1058.09,1264.54,1028.88
ENSMUSG00000040423,2496.07,2351.27,2337.95,2249.41,2288.17,2432.46
ENSMUSG00000040428,51.4756,50.3791,51.4133,76.6092,49.1812,51.7159
ENSMUSG00000040429,84.9109,69.5919,73.0407,47.4309,70.0453,66.137
ENSMUSG00000040430,2115.78,2148.93,2245.94,1583.26,1938.94,1855.44
ENSMUSG00000040432,27.3136,11.5624,43.2954,25.5364,19.1723,19.0532
ENSMUSG00000040433,2516,2457.83,2190.48,2602.5,2239.83,2396.19
ENSMUSG00000040434,490.594,519.483,466.778,630.638,651.026,534.398
ENSMUSG00000040435,307.803,289.887,299.009,425.238,458.47,406.469
ENSMUSG00000040441,61.5387,62.9112,51.6707,87.2594,92.5395,48.3875
ENSMUSG00000040446,808.902,858.095,749.551,782.747,752.723,804.772
ENSMUSG00000040447,991.691,1370.61,995.126,1082.52,1107,1148.23
ENSMUSG00000040451,1610.45,1572.49,1656.05,1596.58,1703,1633.14
ENSMUSG00000040455,760.578,651.621,672.431,606.212,708.544,700.432
ENSMUSG00000040459,994.844,1073.66,1087.8,995.921,1138.67,1012.55
ENSMUSG00000040462,2792.24,2873.26,2944.09,2965.55,3004.22,2799.91
ENSMUSG00000040463,1536.92,1712.41,1549.84,1673.19,1569.64,1527.39
ENSMUSG00000040464,381.142,311.595,328.812,286.491,337.209,325.485
ENSMUSG00000040466,150.225,147.834,196.182,156.549,130.872,146.075
ENSMUSG00000040471,171.235,239.507,194.829,206.512,250.908,199.606
ENSMUSG00000040472,1075.74,971.243,1243.39,770.532,869.424,921.812
ENSMUSG00000040473,359.279,309.707,266.537,367.502,469.306,450.019
ENSMUSG00000040479,1764.41,1761.62,1838.37,1736.17,1734.69,1767.41
ENSMUSG00000040481,3215.7,3417.48,3492.06,3774.96,3656.07,3385.12
ENSMUSG00000040482,377.137,389.818,420.777,398.59,389.282,328.441
ENSMUSG00000040483,108.204,102.41,101.474,113.248,112.533,91.637
ENSMUSG00000040485,33.6167,28.0801,46.0014,35.5289,29.1753,29.0335
ENSMUSG00000040488,1395.1,1636.9,1281.27,1526.63,1023.64,1274.75
ENSMUSG00000040502,491.644,435.242,500.603,569.573,505.983,445.483
ENSMUSG00000040506,1665.08,1681.5,1779.16,1765.34,1777.19,1691.2
ENSMUSG00000040511,290.995,299.797,236.772,337.525,305.924,288.52
ENSMUSG00000040520,699.648,604.549,741.434,661.726,741.886,677.751
ENSMUSG00000040521,450.673,367.519,441.072,336.415,450.133,384.694
ENSMUSG00000040524,1551.62,1702.15,1457.16,1707.61,1789.7,1546.94
ENSMUSG00000040525,410.755,433.59,445.131,447.442,400.952,399.211
ENSMUSG00000040528,24.162,26.4284,20.2947,36.6392,30.0089,14.5168
ENSMUSG00000040532,774.124,750.259,748.675,800.051,754.894,750.258
ENSMUSG00000040537,394.996,404.684,351.775,418.576,394.283,392.86
ENSMUSG00000040540,519.503,475.995,525.309,499.77,467.287,433.929
ENSMUSG00000040543,248.974,360.912,282.773,329.753,373.445,308.481
ENSMUSG00000040548,3584.36,3481.83,3722.07,3338.61,3274.27,3481.24
ENSMUSG00000040549,1021.1,1145.51,1007.97,1072.53,1120.33,1099.64
ENSMUSG00000040550,894.903,814.214,784.525,738.897,850.945,840.045
ENSMUSG00000040552,35.7178,51.2049,50.0603,57.7345,100.03,47.1794
ENSMUSG00000040557,406.552,449.282,512.78,427.458,435.129,430.967
ENSMUSG00000040560,1199.7,1360.24,1382.74,1339.01,1368.74,1399.06
ENSMUSG00000040562,889.317,1085.91,653.514,1283.07,769.651,960.775
ENSMUSG00000040563,61.9808,99.9321,69.002,111.028,88.3595,89.8224
ENSMUSG00000040565,1364.63,1385.01,1350.28,1333.45,1313.73,1699.37
ENSMUSG00000040569,67.2334,75.1556,71.708,56.6242,65.8528,75.3057
ENSMUSG00000040584,131.499,156.871,154.236,114.572,127.495,92.2746
ENSMUSG00000040586,200.65,189.954,200.241,262.026,263.411,205.049
ENSMUSG00000040591,370.252,408.06,420.144,402.206,386.151,418.373
ENSMUSG00000040592,8.40418,25.6025,2.70596,18.8747,7.50222,18.1459
ENSMUSG00000040594,55.6777,73.5039,21.6477,38.8598,45.0133,35.3846
ENSMUSG00000040596,958.147,879.934,812.926,1118.62,1049.15,992.8
ENSMUSG00000040599,248.974,285.87,269.243,272.962,300.089,268.56
ENSMUSG00000040600,39.0998,20.9254,48.1819,48.1741,42.0182,30.9802
ENSMUSG00000040605,82.9913,103.236,48.7073,92.1531,52.5156,62.6035
ENSMUSG00000040606,1773.28,2133.25,2020.01,2942.24,2858.34,2488.71
ENSMUSG00000040612,3467.86,3174.95,3912.33,3378.64,3950.92,3436.05
ENSMUSG00000040613,93.4965,85.0663,78.4729,93.2634,105.031,70.7691
ENSMUSG00000040616,654.238,666.366,699.341,890.212,806.871,761.14
ENSMUSG00000040618,383.44,412.943,309.833,404.142,362.608,347.495
ENSMUSG00000040620,584.09,549.214,570.958,576.234,571.836,576.134
ENSMUSG00000040621,96.648,101.584,123.121,88.715,110.033,88.0078
ENSMUSG00000040624,842.519,820.101,829.377,898.215,1009.46,820.197
ENSMUSG00000040631,321.401,237.179,252.756,281.965,253.899,232.76
ENSMUSG00000040640,800.498,800.284,1060.74,568.463,536.826,683.193
ENSMUSG00000040648,692.295,774.682,703.551,850.475,729.383,779.368
ENSMUSG00000040651,2861.37,2477.97,3072.2,1904.15,2092.98,2603.01
ENSMUSG00000040652,1748.99,1635.95,1581.46,1366.75,1530.88,1370.44
ENSMUSG00000040658,271.035,227.945,263.831,203.181,157.547,206.864
ENSMUSG00000040659,362.43,389.818,365.305,492.964,475.974,388.323
ENSMUSG00000040661,1970.78,1694.72,2064.65,1858.61,2025.6,1933.45
ENSMUSG00000040663,165.983,142.878,143.416,136.564,187.556,115.227
ENSMUSG00000040667,820.459,896.085,852.377,830.489,809.408,794.792
ENSMUSG00000040669,944.417,984.453,1010.68,1022.56,1000.3,909.111
ENSMUSG00000040675,61.9808,55.3344,23.0007,47.742,50.8484,30.8481
ENSMUSG00000040681,1194.96,1078.46,1137.39,1054.89,1047.82,1199.39
ENSMUSG00000040687,734.315,773.029,738.728,769.424,757.724,697.712
ENSMUSG00000040688,331.846,378.91,329.178,395.798,382.195,353.78
ENSMUSG00000040690,246.873,263.458,239.478,293.113,268.413,304.852
ENSMUSG00000040693,863.529,888.653,884.85,703.917,846.084,886.429
ENSMUSG00000040694,68.2839,71.8521,64.9431,37.7495,53.3491,75.3057
ENSMUSG00000040697,1053.67,1098.43,1136.5,1142.48,1167.01,1100.55
ENSMUSG00000040699,318.308,338.063,312.721,315.319,320.928,301.223
ENSMUSG00000040701,387.28,365.068,418.514,350.919,426.86,337.671
ENSMUSG00000040703,374.98,296.493,331.328,425.236,369.275,333.885
ENSMUSG00000040706,31.5157,28.0801,28.4126,41.0803,30.0089,37.1992
ENSMUSG00000040710,96.648,79.2851,89.2967,114.359,123.37,84.3786
ENSMUSG00000040711,238.469,271.717,261.125,341.966,342.602,294.872
ENSMUSG00000040712,1114.6,1152.94,1204.15,1319.02,1268.7,1109.62
ENSMUSG00000040713,1109.36,1051.34,1036.38,1092.51,1169.5,990.769
ENSMUSG00000040714,39.2484,33.7364,40.7261,49.0738,40.953,29.2178
ENSMUSG00000040715,149.588,236.546,248.013,80.3662,246.021,129.595
ENSMUSG00000040717,486.392,489.751,485.72,485.192,590.175,551.636
ENSMUSG00000040720,1290.03,1181.85,1217.68,1185.78,1255.37,1224.86
ENSMUSG00000040721,979.836,1048.98,960.926,1015.64,1148.1,1174.8
ENSMUSG00000040722,978.035,1057.13,894.32,952.619,968.622,961.734
ENSMUSG00000040723,465.382,426.983,432.954,504.067,415.124,440.947
ENSMUSG00000040725,3171.6,3348.96,3454.1,3539.59,3357.59,3153.77
ENSMUSG00000040728,458.027,509.572,462.72,599.55,453.469,492.662
ENSMUSG00000040729,325.662,308.881,285.478,298.665,267.579,274.911
ENSMUSG00000040731,3530.79,3704.82,3750.51,3641.62,3596.82,3599.24
ENSMUSG00000040732,216.408,247.766,316.598,269.798,278.416,279.448
ENSMUSG00000040734,122.911,138.749,90.6497,185.417,127.538,127.022
ENSMUSG00000040738,640.603,582.419,595.146,532.591,555.18,537.236
ENSMUSG00000040740,786.841,682.182,825.318,610.653,590.175,636.015
ENSMUSG00000040746,1335.08,1277.46,1323.04,1207.76,1175.26,1232.35
ENSMUSG00000040747,45.1724,34.6872,35.1775,36.6392,53.3491,50.8086
ENSMUSG00000040749,59.2145,39.2201,54.2754,43.4359,48.4715,55.3451
ENSMUSG00000040751,12.8463,31.0397,22.1754,12.9052,14.491,9.51575
ENSMUSG00000040752,32.5662,22.2989,30.8268,26.3642,21.2239,30.8481
ENSMUSG00000040760,714.355,725.128,684.608,677.27,648.526,738.54
ENSMUSG00000040761,4441.6,4991.53,4835.55,4962.99,4723.18,4511.94
ENSMUSG00000040767,32.5662,57.812,50.0603,77.7195,51.682,48.994
ENSMUSG00000040771,411.806,360.087,424.836,310.878,346.769,394.675
ENSMUSG00000040774,632.695,578.247,613.887,549.467,523.17,672.137
ENSMUSG00000040782,762.159,741.249,753.574,762.635,727.706,776.008
ENSMUSG00000040785,2011.67,2020.98,1812.24,2137.33,1967.39,2058.79
ENSMUSG00000040794,56.7282,67.7227,44.6484,49.9625,55.8499,43.5503
ENSMUSG00000040795,304.504,253.782,312.319,277.337,270.621,247.187
ENSMUSG00000040808,3345.91,3397.7,3080.74,5822.3,7464.71,6202.28
ENSMUSG00000040811,407.602,479.013,443.777,575.126,456.803,359.289
ENSMUSG00000040813,1370.93,1393.27,1439.57,1511.08,1457.11,1366.39
ENSMUSG00000040818,995.895,952.248,989.028,818.274,936.109,992.585
ENSMUSG00000040820,306.753,330.355,311.186,407.472,367.609,362.919
ENSMUSG00000040822,447.809,410.764,497.26,461.147,401.977,446.051
ENSMUSG00000040824,661.409,660.586,627.049,742.422,656.389,737.274
ENSMUSG00000040829,170.013,220.935,184.512,243.166,272.735,211.49
ENSMUSG00000040836,65.1324,85.0663,66.2961,67.727,74.1886,76.213
ENSMUSG00000040840,15.7578,28.0801,28.4126,23.3159,14.1709,10.8876
ENSMUSG00000040841,250.024,240.333,221.889,249.813,233.402,205.049
ENSMUSG00000040842,2388.71,2222.97,2378.93,2279.44,2328.91,2307.36
ENSMUSG00000040843,500.048,394.773,465.425,419.685,391.783,435.503
ENSMUSG00000040848,2707.24,2622.25,2515.23,2573.64,2529.1,2548.58
ENSMUSG00000040850,5691.73,5130.4,5815.12,4425.57,4771.42,5228.75
ENSMUSG00000040852,200.65,250.244,194.829,223.166,194.224,198.698
ENSMUSG00000040855,2603.21,2302.58,2492.18,1867.48,2065.63,2274.54
ENSMUSG00000040857,1144.02,866.355,1002.56,1120.27,1150.34,967.178
ENSMUSG00000040859,1798.49,1771.53,1865.76,1594.36,1607.14,1732.94
ENSMUSG00000040860,1818.46,2013.5,1899.58,2188.36,2262.35,1889.92
ENSMUSG00000040865,2269.29,2346.22,2425.63,2466.72,2376.54,2401.92
ENSMUSG00000040875,369.784,360.086,431.602,420.796,395.117,381.065
ENSMUSG00000040877,126.063,108.191,116.356,154.329,115.034,101.617
ENSMUSG00000040883,1637.76,1574.96,1849.52,1292.37,1257.04,1399.05
ENSMUSG00000040888,619.955,643.71,599.058,585.896,562.851,648.125
ENSMUSG00000040896,185.942,201.516,175.888,219.835,148.377,217.751
ENSMUSG00000040904,188.722,126.638,167.48,139.611,154.331,121.976
ENSMUSG00000040913,316.207,319.617,358.54,369.722,337.6,354.753
ENSMUSG00000040918,375.036,387.341,354.481,389.708,343.436,387.415
ENSMUSG00000040928,900.299,802.763,897.028,802.731,759.393,821.105
ENSMUSG00000040929,411.805,436.068,508.72,427.458,427.627,524.417
ENSMUSG00000040936,104.397,101.942,135.818,142.787,141.247,102.966
ENSMUSG00000040938,533.665,479.014,419.424,331.974,354.272,322.998
ENSMUSG00000040940,1244.87,1366.02,1208.21,1404.5,1313.72,1186.74
ENSMUSG00000040943,3117.94,4849.62,4854.47,3349.71,4584.73,5392.99
ENSMUSG00000040945,634.516,623.546,645.369,720.571,709.378,626.032
ENSMUSG00000040950,40.9704,71.8521,55.4722,74.3887,63.2654,71.6765
ENSMUSG00000040952,1546.26,1320.61,1639.75,1488.92,1565.7,1465.92
ENSMUSG00000040957,392.963,391.168,398.173,488.165,424.152,360.285
ENSMUSG00000040964,1685.04,2268.7,1819.77,1823.08,1941.42,1846.36
ENSMUSG00000040966,4995.96,4900.27,5730.95,3963.68,4313.34,4435.71
ENSMUSG00000040969,452.775,431.938,504.662,448.552,568.501,482.681
